analysis_frame,category,location,metric,baseline_year,comparison_year,baseline_value,comparison_value,percent_change,ci_low,ci_high,uncertainty_status,coverage_status,interpretation,limitation,source_file,source_key,borough_neighborhood,ci_unit,persistence_result,full_vs_jan_aug,map_priority,weather_adjusted_result,q_value_bh,reference_period,unit,raw_pearson_r
pre_policy_context,environmental-justice context,307,child_asthma_ed_rate,,,99.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,307|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,308,child_asthma_ed_rate,,,47.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,308|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,309,child_asthma_ed_rate,,,159.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,309|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,310,child_asthma_ed_rate,,,109.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,310|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,401,child_asthma_ed_rate,,,91.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,401|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,402,child_asthma_ed_rate,,,112.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,402|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,403,child_asthma_ed_rate,,,72.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,403|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,404,child_asthma_ed_rate,,,32.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,404|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,405,child_asthma_ed_rate,,,51.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,405|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,406,child_asthma_ed_rate,,,76.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,406|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,407,child_asthma_ed_rate,,,87.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,407|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,408,child_asthma_ed_rate,,,139.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,408|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,409,child_asthma_ed_rate,,,97.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,409|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,410,child_asthma_ed_rate,,,132.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,410|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,501,child_asthma_ed_rate,,,101.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,501|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,502,child_asthma_ed_rate,,,93.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,502|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,503,child_asthma_ed_rate,,,29.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,503|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,504,child_asthma_ed_rate,,,23.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,504|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,101,adult_asthma_ed_rate,,,47.6,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,101|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,102,adult_asthma_ed_rate,,,112.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,102|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,103,adult_asthma_ed_rate,,,132.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,103|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,104,adult_asthma_ed_rate,,,100.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,104|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,105,adult_asthma_ed_rate,,,171.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,105|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,106,adult_asthma_ed_rate,,,179.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,106|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,107,adult_asthma_ed_rate,,,193.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,107|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,201,adult_asthma_ed_rate,,,38.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,201|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,202,adult_asthma_ed_rate,,,45.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,202|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,203,adult_asthma_ed_rate,,,116.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,203|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,204,adult_asthma_ed_rate,,,123.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,204|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,205,adult_asthma_ed_rate,,,36.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,205|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,206,adult_asthma_ed_rate,,,20.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,206|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,207,adult_asthma_ed_rate,,,89.4,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,207|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,208,adult_asthma_ed_rate,,,71.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,208|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,209,adult_asthma_ed_rate,,,17.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,209|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,210,adult_asthma_ed_rate,,,34.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,210|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,211,adult_asthma_ed_rate,,,92.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,211|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,301,adult_asthma_ed_rate,,,52.6,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,301|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,302,adult_asthma_ed_rate,,,157.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,302|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,303,adult_asthma_ed_rate,,,176.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,303|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,304,adult_asthma_ed_rate,,,27.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,304|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,305,adult_asthma_ed_rate,,,14.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,305|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,306,adult_asthma_ed_rate,,,33.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,306|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,307,adult_asthma_ed_rate,,,19.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,307|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,308,adult_asthma_ed_rate,,,7.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,308|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,309,adult_asthma_ed_rate,,,44.6,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,309|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,310,adult_asthma_ed_rate,,,22.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,310|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,401,adult_asthma_ed_rate,,,39.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,401|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,402,adult_asthma_ed_rate,,,30.4,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,402|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,403,adult_asthma_ed_rate,,,19.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,403|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,404,adult_asthma_ed_rate,,,19.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,404|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,405,adult_asthma_ed_rate,,,25.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,405|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,406,adult_asthma_ed_rate,,,23.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,406|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,407,adult_asthma_ed_rate,,,40.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,407|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,408,adult_asthma_ed_rate,,,55.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,408|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,409,adult_asthma_ed_rate,,,39.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,409|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,410,adult_asthma_ed_rate,,,92.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,410|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,501,adult_asthma_ed_rate,,,84.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,501|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,502,adult_asthma_ed_rate,,,66.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,502|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,503,adult_asthma_ed_rate,,,26.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,503|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
pre_policy_context,environmental-justice context,504,adult_asthma_ed_rate,,,20.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,504|adult_asthma_ed_rate,,,,,context,,,2023,"age-adjusted visits per 10,000 adults",
jan_aug_2024_2025_2026,traffic facility,Bronx - Whitestone Bridge,matched 2024 vs 2025,2024.0,2025.0,135983.78720238095,139108.59285714285,2.2979251564095193,1.5601113180297166,3.1741188039206283,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Bronx - Whitestone Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Cross Bay Bridge,matched 2024 vs 2025,2024.0,2025.0,21561.656547619048,22148.182738095238,2.72022786923094,0.9699402038412365,4.487784329739734,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Cross Bay Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Henry Hudson Bridge,matched 2024 vs 2025,2024.0,2025.0,68061.61398809524,68543.67053571428,0.7082649372719185,-0.989617978215446,2.1367550229198904,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Henry Hudson Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Hugh L. Carey Tunnel,matched 2024 vs 2025,2024.0,2025.0,54923.97857142857,51474.034523809525,-6.281307613454102,-9.004785630368247,-3.506237467957829,decrease; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Hugh L. Carey Tunnel|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Marine Parkway Bridge,matched 2024 vs 2025,2024.0,2025.0,22189.52619047619,22808.208035714284,2.78817059871983,0.8881150272495704,4.864621579481284,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Marine Parkway Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Queens Midtown Tunnel,matched 2024 vs 2025,2024.0,2025.0,82736.67767857143,81355.73720238094,-1.6690789561981,-2.955503152836304,-0.378970963451817,decrease; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Queens Midtown Tunnel|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Robert F. Kennedy Bridge Bronx,matched 2024 vs 2025,2024.0,2025.0,142796.7142857143,144177.70863095237,0.9671051271354258,0.03704530879944771,1.865955687039316,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Robert F. Kennedy Bridge Bronx|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Robert F. Kennedy Bridge Manhattan,matched 2024 vs 2025,2024.0,2025.0,46707.20505952381,47891.50833333334,2.5355901135601044,1.600835031277173,3.5749200489117294,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Robert F. Kennedy Bridge Manhattan|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Throgs Neck Bridge,matched 2024 vs 2025,2024.0,2025.0,122412.46964285713,124004.43630952381,1.3004938723246928,0.4538213496619953,2.2683203023299376,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Throgs Neck Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Verrazzano - Narrows Bridge,matched 2024 vs 2025,2024.0,2025.0,220294.94107142856,222497.83779761908,0.999976084551224,0.17573045764778306,1.688140067656008,increase; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Verrazzano - Narrows Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Bronx - Whitestone Bridge,matched 2024 vs 2026,2024.0,2026.0,135983.78720238095,136366.57499999998,0.2814951734277926,-1.2911668680242077,1.7069353654517878,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Bronx - Whitestone Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Cross Bay Bridge,matched 2024 vs 2026,2024.0,2026.0,21561.656547619048,20852.69553571429,-3.2880637456542905,-5.077457830050556,-1.2389034769734166,decrease; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Cross Bay Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Henry Hudson Bridge,matched 2024 vs 2026,2024.0,2026.0,68061.61398809524,67586.92619047618,-0.6974383500545356,-2.747340255781055,1.8343092941702963,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Henry Hudson Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Hugh L. Carey Tunnel,matched 2024 vs 2026,2024.0,2026.0,56082.73333333333,51736.166666666664,-7.750276080219576,-11.36404468902993,-4.386962980386818,decrease; interval excludes zero,"1,2,3,4,5",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Hugh L. Carey Tunnel|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Marine Parkway Bridge,matched 2024 vs 2026,2024.0,2026.0,22189.52619047619,22205.51458333333,0.07205378213079872,-2.2420324909435916,2.6753059102772165,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Marine Parkway Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Queens Midtown Tunnel,matched 2024 vs 2026,2024.0,2026.0,82736.67767857143,78820.23214285714,-4.733626785123657,-6.507812692118631,-3.205548405961791,decrease; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Queens Midtown Tunnel|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Robert F. Kennedy Bridge Bronx,matched 2024 vs 2026,2024.0,2026.0,142796.7142857143,141401.5580357143,-0.977022655583315,-2.6662430595864492,0.4362991345677764,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Robert F. Kennedy Bridge Bronx|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Robert F. Kennedy Bridge Manhattan,matched 2024 vs 2026,2024.0,2026.0,46707.20505952381,46710.74285714286,0.007574415156175185,-1.6301436186632832,1.4729275845075986,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Robert F. Kennedy Bridge Manhattan|2026,,,,,secondary,,,,,
